studentid,name,academicinterest,extracurricularactivities,skills,location,yearofstudy,major,gpa,languages,clubmemberships,researchinterests
393,Student 393,Biology,Music Club,"Artistic, Leadership, Problem Solving, Programming, Public Speaking",New York,Graduate,Physics,3.89,"French, Japanese, Spanish","Debate Club, Music Club, Volunteer Group",Climate Change
394,Student 394,Biology,Art Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Chicago,Graduate,History,2.7199999999999998,"Chinese, English, French, German","Coding Club, Debate Club, Music Club, Volunteer Group",Machine Learning
395,Student 395,Psychology,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",Chicago,Senior,History,2.5300000000000002,"Chinese, English, French, German","Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
396,Student 396,Psychology,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Freshman,Mathematics,3.81,Spanish,"Art Club, Coding Club, Debate Club, Music Club, Sports Team",Quantum Computing
397,Student 397,Psychology,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Graduate,History,2.74,English,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Biomedical Engineering
398,Student 398,Psychology,Music Club,"Data Analysis, Problem Solving, Programming, Public Speaking",Los Angeles,Junior,Biology,3.94,"French, Spanish","Art Club, Coding Club, Debate Club",Natural Language Processing
399,Student 399,Mathematics,Debate Club,Leadership,Boston,Freshman,Mathematics,3.69,"English, German, Japanese",Volunteer Group,Urban Planning
400,Student 400,Computer Science,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",San Francisco,Graduate,Psychology,2.46,"Chinese, French, German, Japanese, Spanish","Art Club, Coding Club, Volunteer Group",Cybersecurity
401,Student 401,Mathematics,Sports Team,"Artistic, Data Analysis, Problem Solving, Programming",Los Angeles,Sophomore,Psychology,3.21,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Educational Technology
402,Student 402,Psychology,Volunteer Group,"Leadership, Problem Solving, Programming",Houston,Graduate,Mathematics,3.64,"Chinese, English, French, Japanese, Spanish","Art Club, Coding Club, Music Club",Climate Change
403,Student 403,Biology,Coding Club,"Artistic, Data Analysis",New York,Freshman,Physics,3.7199999999999998,"Chinese, English, German, Japanese","Art Club, Coding Club, Debate Club, Music Club",Healthcare Management
404,Student 404,Biology,Debate Club,"Artistic, Leadership",Los Angeles,Graduate,Biology,2.7199999999999998,"English, French, Spanish","Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Climate Change
405,Student 405,Computer Science,Coding Club,"Data Analysis, Leadership, Programming, Public Speaking",New York,Freshman,Mathematics,2.22,Chinese,"Art Club, Coding Club, Debate Club, Music Club",Educational Technology
406,Student 406,Mathematics,Music Club,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",Chicago,Junior,History,3.37,"French, Japanese, Spanish",Debate Club,Nanotechnology
407,Student 407,Psychology,Sports Team,"Leadership, Public Speaking",New York,Junior,Physics,2.7199999999999998,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Machine Learning
408,Student 408,Psychology,Sports Team,Programming,San Francisco,Sophomore,Physics,3.91,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Sports Team, Volunteer Group",Blockchain Technology
409,Student 409,Biology,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",Houston,Sophomore,Mathematics,3.56,"English, French, German, Japanese","Art Club, Coding Club, Debate Club, Music Club, Volunteer Group",Biomedical Engineering
410,Student 410,Psychology,Coding Club,"Artistic, Leadership, Programming, Public Speaking",San Francisco,Graduate,Computer Science,2.19,"English, French, Japanese, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Renewable Energy
411,Student 411,Computer Science,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Sophomore,Mathematics,2.08,"Chinese, English, French, German","Art Club, Volunteer Group",Environmental Sustainability
412,Student 412,History,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Graduate,Computer Science,2.73,"Chinese, English, French, Spanish","Art Club, Coding Club, Music Club",Quantum Computing
413,Student 413,Physics,Music Club,"Data Analysis, Leadership, Problem Solving",Boston,Senior,Biology,2.42,"Chinese, French, German, Spanish","Debate Club, Music Club, Volunteer Group",Cognitive Psychology
414,Student 414,Psychology,Debate Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",Chicago,Senior,Mathematics,2.36,"German, Japanese, Spanish","Debate Club, Music Club, Sports Team",Urban Planning
416,Student 416,History,Art Club,"Leadership, Programming, Public Speaking",New York,Sophomore,History,2.81,"Chinese, English, French, German, Japanese","Art Club, Debate Club, Music Club, Sports Team, Volunteer Group",Artificial Intelligence
417,Student 417,Biology,Music Club,"Artistic, Leadership, Problem Solving, Programming, Public Speaking",Boston,Freshman,Biology,2.4,"Japanese, Spanish","Debate Club, Music Club, Sports Team, Volunteer Group",Bioinformatics
418,Student 418,Mathematics,Coding Club,"Artistic, Leadership, Programming, Public Speaking",San Francisco,Sophomore,Mathematics,3.99,English,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Data Science
419,Student 419,Physics,Coding Club,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Freshman,History,3.94,"French, German, Japanese, Spanish","Art Club, Debate Club, Sports Team",Healthcare Management
420,Student 420,Physics,Debate Club,Leadership,New York,Junior,Computer Science,3.71,"Chinese, French, Japanese","Coding Club, Debate Club, Music Club, Sports Team",Blockchain Technology
421,Student 421,History,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",Houston,Senior,Mathematics,3.11,"French, German, Spanish","Music Club, Volunteer Group",Biomedical Engineering
422,Student 422,Psychology,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",San Francisco,Graduate,Psychology,2.38,"Chinese, German, Japanese",Sports Team,Cybersecurity
423,Student 423,Mathematics,Music Club,"Artistic, Data Analysis, Problem Solving, Public Speaking",Chicago,Junior,Psychology,2.65,"Chinese, English, French, German, Japanese","Coding Club, Debate Club, Sports Team, Volunteer Group",Sustainable Agriculture
424,Student 424,Psychology,Sports Team,"Artistic, Problem Solving, Programming",Boston,Freshman,Mathematics,3.54,"English, French, German, Japanese","Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Robotics
425,Student 425,History,Music Club,"Artistic, Leadership, Problem Solving",Houston,Freshman,Computer Science,3.14,"Chinese, German","Debate Club, Sports Team",Environmental Sustainability
426,Student 426,Computer Science,Sports Team,Artistic,San Francisco,Junior,History,2.99,"English, French, Spanish","Coding Club, Music Club, Volunteer Group",Social Sciences
427,Student 427,Psychology,Debate Club,"Artistic, Problem Solving, Programming",New York,Junior,Mathematics,2.47,Spanish,"Coding Club, Volunteer Group",Space Exploration
428,Student 428,History,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",Boston,Senior,Psychology,2.69,"Chinese, English, French, German, Japanese, Spanish","Coding Club, Debate Club",Bioinformatics
429,Student 429,Psychology,Coding Club,"Artistic, Leadership, Programming, Public Speaking",San Francisco,Junior,Mathematics,2.93,"Chinese, French, German, Japanese, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
430,Student 430,Physics,Art Club,Data Analysis,Los Angeles,Senior,Psychology,3.22,"Chinese, English, German","Coding Club, Music Club, Sports Team, Volunteer Group",Renewable Energy
431,Student 431,History,Coding Club,"Artistic, Programming, Public Speaking",Chicago,Freshman,Mathematics,2.84,"Chinese, English, German, Japanese, Spanish","Sports Team, Volunteer Group",Bioinformatics
432,Student 432,Physics,Music Club,"Artistic, Data Analysis, Problem Solving, Public Speaking",Houston,Freshman,Mathematics,3.85,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club",Climate Change
433,Student 433,Physics,Sports Team,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Los Angeles,Sophomore,Computer Science,2.75,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Political Science
434,Student 434,Biology,Sports Team,"Problem Solving, Programming",Chicago,Sophomore,Psychology,2.5,"English, German, Japanese","Art Club, Music Club, Sports Team, Volunteer Group",Biomedical Engineering
435,Student 435,Mathematics,Debate Club,"Artistic, Data Analysis, Leadership, Programming",Los Angeles,Freshman,Mathematics,2.12,"Chinese, Spanish","Art Club, Debate Club, Music Club, Volunteer Group",Quantum Computing
436,Student 436,Biology,Sports Team,"Artistic, Leadership, Programming",New York,Senior,Mathematics,2.73,Spanish,"Art Club, Music Club, Sports Team, Volunteer Group",Environmental Sustainability
437,Student 437,Computer Science,Sports Team,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",San Francisco,Graduate,Psychology,3.48,"Chinese, English, French, German, Japanese, Spanish","Art Club, Debate Club, Volunteer Group",Climate Change
438,Student 438,Computer Science,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Freshman,Psychology,2.37,"English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Nanotechnology
439,Student 439,Physics,Coding Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",San Francisco,Senior,Psychology,3.06,French,Art Club,Social Sciences
440,Student 440,Physics,Music Club,Leadership,Chicago,Senior,Mathematics,3.74,"Chinese, English, French, German, Japanese, Spanish","Art Club, Volunteer Group",Cognitive Psychology
441,Student 441,History,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Junior,Mathematics,2.7199999999999998,"English, German, Japanese, Spanish","Coding Club, Debate Club, Sports Team, Volunteer Group",Renewable Energy
442,Student 442,Computer Science,Art Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Houston,Senior,Computer Science,3.05,"Chinese, English, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
443,Student 443,Physics,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Freshman,Psychology,2.08,"Chinese, French, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Cognitive Psychology
444,Student 444,History,Volunteer Group,"Artistic, Data Analysis, Leadership, Public Speaking",San Francisco,Senior,Computer Science,2.06,"French, Japanese, Spanish","Art Club, Sports Team",Healthcare Management
445,Student 445,Physics,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",Houston,Sophomore,Psychology,3.83,"Chinese, French, German, Japanese","Art Club, Debate Club, Volunteer Group",Blockchain Technology
446,Student 446,Computer Science,Volunteer Group,"Artistic, Problem Solving, Programming, Public Speaking",Los Angeles,Junior,Physics,2.85,"Chinese, English, French, German, Japanese, Spanish","Coding Club, Sports Team",Nanotechnology
448,Student 448,Mathematics,Sports Team,"Leadership, Problem Solving, Programming",San Francisco,Senior,Physics,2.63,"French, German, Japanese, Spanish",Sports Team,Political Science
449,Student 449,Physics,Debate Club,"Artistic, Leadership, Problem Solving",San Francisco,Senior,Psychology,3.33,"English, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Volunteer Group",Blockchain Technology
450,Student 450,Biology,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Sophomore,Computer Science,2.03,"Chinese, English, French, German",Coding Club,Environmental Sustainability
451,Student 451,Psychology,Art Club,"Artistic, Data Analysis, Problem Solving, Programming",Los Angeles,Sophomore,Physics,2.76,"English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Environmental Sustainability
452,Student 452,History,Music Club,"Artistic, Data Analysis, Problem Solving, Programming",Boston,Freshman,History,2.16,"Chinese, English, French, German, Japanese, Spanish",Coding Club,Nanotechnology
453,Student 453,Psychology,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Freshman,History,2.58,"French, German, Japanese",Sports Team,Environmental Sustainability
454,Student 454,Psychology,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",Los Angeles,Freshman,Physics,2.17,"Chinese, English, French, German, Spanish","Art Club, Music Club, Sports Team",Social Sciences
455,Student 455,Biology,Volunteer Group,Leadership,Boston,Senior,Psychology,3.08,"English, German, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Sustainable Agriculture
456,Student 456,Mathematics,Debate Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",Houston,Junior,Computer Science,3.65,"English, French, German, Spanish","Sports Team, Volunteer Group",Blockchain Technology
