"recommendation_id","student_id","recommendation_description","activity_id","provider_id"
154621,525,"Robotics Club",8,3
154622,525,"Science Experiments",7,3
154623,525,"Astronomy Nights",9,3
154624,525,"Guitar Classes",5,2
154625,525,"Violin Training",6,2
154626,526,"Web Design",12,4
154627,526,"Game Development",11,4
154628,526,"Coding Bootcamp",10,4
154629,526,"Astronomy Nights",9,3
154630,526,"Robotics Club",8,3
154631,527,"Science Experiments",7,3
154632,527,"Robotics Club",8,3
154633,527,"Astronomy Nights",9,3
154634,527,"Web Design",12,4
154635,527,"Game Development",11,4
154636,528,"Science Experiments",7,3
154637,528,"Robotics Club",8,3
154638,528,"Astronomy Nights",9,3
154639,528,"Web Design",12,4
154640,528,"Game Development",11,4
154641,529,"Web Design",12,4
154642,529,"Game Development",11,4
154643,529,"Coding Bootcamp",10,4
154644,529,"Astronomy Nights",9,3
154645,529,"Robotics Club",8,3
154646,530,"Robotics Club",8,3
154647,530,"Guitar Classes",5,2
154648,530,"Violin Training",6,2
154649,530,"Piano Lessons",4,2
154650,530,"Web Design",12,4
154651,531,"Robotics Club",8,3
154652,531,"Web Design",12,4
154653,531,"Game Development",11,4
154654,531,"Coding Bootcamp",10,4
154655,531,"Astronomy Nights",9,3
154656,532,"Robotics Club",8,3
154657,532,"Coding Bootcamp",10,4
154658,532,"Web Design",12,4
154659,532,"Game Development",11,4
154660,532,"Astronomy Nights",9,3
154661,533,"Robotics Club",8,3
154662,533,"Game Development",11,4
154663,533,"Coding Bootcamp",10,4
154664,533,"Web Design",12,4
154665,533,"Astronomy Nights",9,3
154666,534,"Robotics Club",8,3
154667,534,"Science Experiments",7,3
154668,534,"Astronomy Nights",9,3
154669,534,"Web Design",12,4
154670,534,"Game Development",11,4
154671,535,"Robotics Club",8,3
154672,535,"Web Design",12,4
154673,535,"Game Development",11,4
154674,535,"Coding Bootcamp",10,4
154675,535,"Astronomy Nights",9,3
154676,536,"Robotics Club",8,3
154677,536,"Web Design",12,4
154678,536,"Game Development",11,4
154679,536,"Coding Bootcamp",10,4
154680,536,"Astronomy Nights",9,3
154681,537,"Robotics Club",8,3
154682,537,"Science Experiments",7,3
154683,537,"Astronomy Nights",9,3
154684,537,"Web Design",12,4
154685,537,"Game Development",11,4
154686,538,"Science Experiments",7,3
154687,538,"Astronomy Nights",9,3
154688,538,"Web Design",12,4
154689,538,"Game Development",11,4
154690,538,"Coding Bootcamp",10,4
154691,539,"Robotics Club",8,3
154692,539,"Drawing Classes",2,1
154693,539,"Clay Modeling",1,1
154694,539,"Web Design",12,4
154695,539,"Game Development",11,4
154696,540,"Science Experiments",7,3
154697,540,"Astronomy Nights",9,3
154698,540,"Web Design",12,4
154699,540,"Game Development",11,4
154700,540,"Coding Bootcamp",10,4
154701,541,"Robotics Club",8,3
154702,541,"Guitar Classes",5,2
154703,541,"Violin Training",6,2
154704,541,"Piano Lessons",4,2
154705,541,"Web Design",12,4
154706,542,"Robotics Club",8,3
154707,542,"Web Design",12,4
154708,542,"Game Development",11,4
154709,542,"Coding Bootcamp",10,4
154710,542,"Astronomy Nights",9,3
154711,543,"Robotics Club",8,3
154712,543,"Web Design",12,4
154713,543,"Game Development",11,4
154714,543,"Coding Bootcamp",10,4
154715,543,"Astronomy Nights",9,3
154716,544,"Science Experiments",7,3
154717,544,"Astronomy Nights",9,3
154718,544,"Web Design",12,4
154719,544,"Game Development",11,4
154720,544,"Coding Bootcamp",10,4
154721,545,"Robotics Club",8,3
154722,545,"Coding Bootcamp",10,4
154723,545,"Web Design",12,4
154724,545,"Game Development",11,4
154725,545,"Astronomy Nights",9,3
154726,546,"Robotics Club",8,3
154727,546,"Web Design",12,4
154728,546,"Game Development",11,4
154729,546,"Coding Bootcamp",10,4
154730,546,"Astronomy Nights",9,3
154731,547,"Robotics Club",8,3
154732,547,"Game Development",11,4
154733,547,"Coding Bootcamp",10,4
154734,547,"Web Design",12,4
154735,547,"Astronomy Nights",9,3
154736,548,"Science Experiments",7,3
154737,548,"Astronomy Nights",9,3
154738,548,"Web Design",12,4
154739,548,"Game Development",11,4
154740,548,"Coding Bootcamp",10,4
154741,549,"Robotics Club",8,3
154742,549,"Drawing Classes",2,1
154743,549,"Clay Modeling",1,1
154744,549,"Web Design",12,4
154745,549,"Game Development",11,4
154746,550,"Robotics Club",8,3
154747,550,"Guitar Classes",5,2
154748,550,"Violin Training",6,2
154749,550,"Piano Lessons",4,2
154750,550,"Web Design",12,4
154751,551,"Robotics Club",8,3
154752,551,"Web Design",12,4
154753,551,"Game Development",11,4
154754,551,"Coding Bootcamp",10,4
154755,551,"Astronomy Nights",9,3
154756,552,"Robotics Club",8,3
154757,552,"Web Design",12,4
154758,552,"Game Development",11,4
154759,552,"Coding Bootcamp",10,4
154760,552,"Astronomy Nights",9,3
154761,553,"Robotics Club",8,3
154762,553,"Web Design",12,4
154763,553,"Game Development",11,4
154764,553,"Coding Bootcamp",10,4
154765,553,"Astronomy Nights",9,3
154766,554,"Robotics Club",8,3
154767,554,"Web Design",12,4
154768,554,"Game Development",11,4
154769,554,"Coding Bootcamp",10,4
154770,554,"Astronomy Nights",9,3
154771,555,"Robotics Club",8,3
154772,555,"Guitar Classes",5,2
154773,555,"Violin Training",6,2
154774,555,"Piano Lessons",4,2
154775,555,"Web Design",12,4
154776,556,"Robotics Club",8,3
154777,556,"Web Design",12,4
154778,556,"Game Development",11,4
154779,556,"Coding Bootcamp",10,4
154780,556,"Astronomy Nights",9,3
154781,557,"Robotics Club",8,3
154782,557,"Drawing Classes",2,1
154783,557,"Clay Modeling",1,1
154784,557,"Web Design",12,4
154785,557,"Game Development",11,4
154786,558,"Robotics Club",8,3
154787,558,"Web Design",12,4
154788,558,"Game Development",11,4
154789,558,"Coding Bootcamp",10,4
154790,558,"Astronomy Nights",9,3
154791,559,"Robotics Club",8,3
154792,559,"Game Development",11,4
154793,559,"Coding Bootcamp",10,4
154794,559,"Web Design",12,4
154795,559,"Astronomy Nights",9,3
154796,560,"Coding Bootcamp",10,4
154797,560,"Robotics Club",8,3
154798,560,"Game Development",11,4
154799,560,"Web Design",12,4
154800,560,"Astronomy Nights",9,3
154801,561,"Robotics Club",8,3
154802,561,"Guitar Classes",5,2
154803,561,"Violin Training",6,2
154804,561,"Piano Lessons",4,2
154805,561,"Web Design",12,4
154806,562,"Robotics Club",8,3
154807,562,"Web Design",12,4
154808,562,"Game Development",11,4
154809,562,"Coding Bootcamp",10,4
154810,562,"Astronomy Nights",9,3
154811,563,"Science Experiments",7,3
154812,563,"Astronomy Nights",9,3
154813,563,"Web Design",12,4
154814,563,"Game Development",11,4
154815,563,"Coding Bootcamp",10,4
154816,564,"Robotics Club",8,3
154817,564,"Guitar Classes",5,2
154818,564,"Violin Training",6,2
154819,564,"Piano Lessons",4,2
154820,564,"Web Design",12,4
154821,565,"Web Design",12,4
154822,565,"Game Development",11,4
154823,565,"Coding Bootcamp",10,4
154824,565,"Astronomy Nights",9,3
154825,565,"Robotics Club",8,3
154826,566,"Robotics Club",8,3
154827,566,"Science Experiments",7,3
154828,566,"Astronomy Nights",9,3
154829,566,"Guitar Classes",5,2
154830,566,"Violin Training",6,2
154831,567,"Robotics Club",8,3
154832,567,"Guitar Classes",5,2
154833,567,"Violin Training",6,2
154834,567,"Piano Lessons",4,2
154835,567,"Web Design",12,4
154836,568,"Robotics Club",8,3
154837,568,"Web Design",12,4
154838,568,"Game Development",11,4
154839,568,"Coding Bootcamp",10,4
154840,568,"Astronomy Nights",9,3
154841,569,"Robotics Club",8,3
154842,569,"Drawing Classes",2,1
154843,569,"Clay Modeling",1,1
154844,569,"Web Design",12,4
154845,569,"Game Development",11,4
154846,570,"Coding Bootcamp",10,4
154847,570,"Robotics Club",8,3
154848,570,"Web Design",12,4
154849,570,"Game Development",11,4
154850,570,"Astronomy Nights",9,3
154851,571,"Robotics Club",8,3
154852,571,"Guitar Classes",5,2
154853,571,"Violin Training",6,2
154854,571,"Piano Lessons",4,2
154855,571,"Web Design",12,4
154856,572,"Robotics Club",8,3
154857,572,"Web Design",12,4
154858,572,"Game Development",11,4
154859,572,"Coding Bootcamp",10,4
154860,572,"Astronomy Nights",9,3
154861,573,"Robotics Club",8,3
154862,573,"Web Design",12,4
154863,573,"Game Development",11,4
154864,573,"Coding Bootcamp",10,4
154865,573,"Astronomy Nights",9,3
154866,574,"Robotics Club",8,3
154867,574,"Web Design",12,4
154868,574,"Game Development",11,4
154869,574,"Coding Bootcamp",10,4
154870,574,"Astronomy Nights",9,3
154871,638,"Web Design",12,4
154872,638,"Game Development",11,4
154873,638,"Coding Bootcamp",10,4
154874,638,"Astronomy Nights",9,3
154875,638,"Robotics Club",8,3
154876,575,"Robotics Club",8,3
154877,575,"Coding Bootcamp",10,4
154878,575,"Web Design",12,4
154879,575,"Game Development",11,4
154880,575,"Astronomy Nights",9,3
154881,576,"Science Experiments",7,3
154882,576,"Astronomy Nights",9,3
154883,576,"Robotics Club",8,3
154884,576,"Game Development",11,4
154885,576,"Coding Bootcamp",10,4
154886,577,"Robotics Club",8,3
154887,577,"Drawing Classes",2,1
154888,577,"Clay Modeling",1,1
154889,577,"Web Design",12,4
154890,577,"Game Development",11,4
154891,578,"Science Experiments",7,3
154892,578,"Robotics Club",8,3
154893,578,"Astronomy Nights",9,3
154894,578,"Web Design",12,4
154895,578,"Game Development",11,4
154896,579,"Robotics Club",8,3
154897,579,"Coding Bootcamp",10,4
154898,579,"Web Design",12,4
154899,579,"Game Development",11,4
154900,579,"Astronomy Nights",9,3
154901,580,"Robotics Club",8,3
154902,580,"Game Development",11,4
154903,580,"Coding Bootcamp",10,4
154904,580,"Web Design",12,4
154905,580,"Astronomy Nights",9,3
154906,581,"Robotics Club",8,3
154907,581,"Drawing Classes",2,1
154908,581,"Clay Modeling",1,1
154909,581,"Web Design",12,4
154910,581,"Game Development",11,4
154911,582,"Coding Bootcamp",10,4
154912,582,"Robotics Club",8,3
154913,582,"Web Design",12,4
154914,582,"Game Development",11,4
154915,582,"Astronomy Nights",9,3
154916,583,"Web Design",12,4
154917,583,"Game Development",11,4
154918,583,"Coding Bootcamp",10,4
154919,583,"Astronomy Nights",9,3
154920,583,"Robotics Club",8,3
154921,584,"Robotics Club",8,3
154922,584,"Web Design",12,4
154923,584,"Game Development",11,4
154924,584,"Coding Bootcamp",10,4
154925,584,"Astronomy Nights",9,3
154926,585,"Robotics Club",8,3
154927,585,"Coding Bootcamp",10,4
154928,585,"Web Design",12,4
154929,585,"Game Development",11,4
154930,585,"Astronomy Nights",9,3
154931,586,"Science Experiments",7,3
154932,586,"Robotics Club",8,3
154933,586,"Astronomy Nights",9,3
154934,586,"Web Design",12,4
154935,586,"Game Development",11,4
154936,587,"Robotics Club",8,3
154937,587,"Drawing Classes",2,1
154938,587,"Clay Modeling",1,1
154939,587,"Web Design",12,4
154940,587,"Game Development",11,4
154941,588,"Robotics Club",8,3
154942,588,"Guitar Classes",5,2
154943,588,"Violin Training",6,2
154944,588,"Piano Lessons",4,2
154945,588,"Web Design",12,4
154946,589,"Robotics Club",8,3
154947,589,"Web Design",12,4
154948,589,"Game Development",11,4
154949,589,"Coding Bootcamp",10,4
154950,589,"Astronomy Nights",9,3
154951,590,"Robotics Club",8,3
154952,590,"Guitar Classes",5,2
154953,590,"Violin Training",6,2
154954,590,"Piano Lessons",4,2
154955,590,"Web Design",12,4
154956,591,"Web Design",12,4
154957,591,"Game Development",11,4
154958,591,"Coding Bootcamp",10,4
154959,591,"Astronomy Nights",9,3
154960,591,"Robotics Club",8,3
154961,592,"Robotics Club",8,3
154962,592,"Web Design",12,4
154963,592,"Game Development",11,4
154964,592,"Coding Bootcamp",10,4
154965,592,"Astronomy Nights",9,3
154966,593,"Coding Bootcamp",10,4
154967,593,"Science Experiments",7,3
154968,593,"Robotics Club",8,3
154969,593,"Astronomy Nights",9,3
154970,593,"Web Design",12,4
154971,594,"Robotics Club",8,3
154972,594,"Guitar Classes",5,2
154973,594,"Violin Training",6,2
154974,594,"Piano Lessons",4,2
154975,594,"Web Design",12,4
154976,595,"Science Experiments",7,3
154977,595,"Robotics Club",8,3
154978,595,"Astronomy Nights",9,3
154979,595,"Web Design",12,4
154980,595,"Game Development",11,4
154981,596,"Robotics Club",8,3
154982,596,"Science Experiments",7,3
154983,596,"Astronomy Nights",9,3
154984,596,"Web Design",12,4
154985,596,"Game Development",11,4
154986,597,"Robotics Club",8,3
154987,597,"Drawing Classes",2,1
154988,597,"Clay Modeling",1,1
154989,597,"Web Design",12,4
154990,597,"Game Development",11,4
154991,598,"Robotics Club",8,3
154992,598,"Science Experiments",7,3
154993,598,"Astronomy Nights",9,3
154994,598,"Guitar Classes",5,2
154995,598,"Violin Training",6,2
154996,599,"Robotics Club",8,3
154997,599,"Science Experiments",7,3
154998,599,"Astronomy Nights",9,3
154999,599,"Guitar Classes",5,2
155000,599,"Violin Training",6,2
155001,600,"Robotics Club",8,3
155002,600,"Guitar Classes",5,2
155003,600,"Violin Training",6,2
155004,600,"Piano Lessons",4,2
155005,600,"Web Design",12,4
155006,601,"Web Design",12,4
155007,601,"Game Development",11,4
155008,601,"Coding Bootcamp",10,4
155009,601,"Astronomy Nights",9,3
155010,601,"Robotics Club",8,3
155011,602,"Robotics Club",8,3
155012,602,"Web Design",12,4
155013,602,"Game Development",11,4
155014,602,"Coding Bootcamp",10,4
155015,602,"Astronomy Nights",9,3
155016,603,"Robotics Club",8,3
155017,603,"Drawing Classes",2,1
155018,603,"Clay Modeling",1,1
155019,603,"Web Design",12,4
155020,603,"Game Development",11,4
155021,604,"Web Design",12,4
155022,604,"Game Development",11,4
155023,604,"Coding Bootcamp",10,4
155024,604,"Astronomy Nights",9,3
155025,604,"Robotics Club",8,3
155026,605,"Robotics Club",8,3
155027,605,"Web Design",12,4
155028,605,"Game Development",11,4
155029,605,"Coding Bootcamp",10,4
155030,605,"Astronomy Nights",9,3
155031,704,"Robotics Club",8,3
155032,704,"Web Design",12,4
155033,704,"Game Development",11,4
155034,704,"Coding Bootcamp",10,4
155035,704,"Astronomy Nights",9,3
155036,606,"Web Design",12,4
155037,606,"Game Development",11,4
155038,606,"Coding Bootcamp",10,4
155039,606,"Astronomy Nights",9,3
155040,606,"Robotics Club",8,3
155041,607,"Robotics Club",8,3
155042,607,"Coding Bootcamp",10,4
155043,607,"Web Design",12,4
155044,607,"Game Development",11,4
155045,607,"Astronomy Nights",9,3
155046,608,"Robotics Club",8,3
155047,608,"Guitar Classes",5,2
155048,608,"Violin Training",6,2
155049,608,"Piano Lessons",4,2
155050,608,"Web Design",12,4
155051,609,"Robotics Club",8,3
155052,609,"Guitar Classes",5,2
155053,609,"Violin Training",6,2
155054,609,"Piano Lessons",4,2
155055,609,"Web Design",12,4
155056,610,"Robotics Club",8,3
155057,610,"Coding Bootcamp",10,4
155058,610,"Web Design",12,4
155059,610,"Game Development",11,4
155060,610,"Astronomy Nights",9,3
155061,611,"Science Experiments",7,3
155062,611,"Coding Bootcamp",10,4
155063,611,"Astronomy Nights",9,3
155064,611,"Robotics Club",8,3
155065,611,"Web Design",12,4
155066,612,"Robotics Club",8,3
155067,612,"Web Design",12,4
155068,612,"Game Development",11,4
155069,612,"Coding Bootcamp",10,4
155070,612,"Astronomy Nights",9,3
155071,613,"Robotics Club",8,3
155072,613,"Drawing Classes",2,1
155073,613,"Clay Modeling",1,1
155074,613,"Web Design",12,4
155075,613,"Game Development",11,4
155076,614,"Coding Bootcamp",10,4
155077,614,"Science Experiments",7,3
155078,614,"Robotics Club",8,3
155079,614,"Astronomy Nights",9,3
155080,614,"Web Design",12,4
155081,615,"Web Design",12,4
155082,615,"Game Development",11,4
155083,615,"Coding Bootcamp",10,4
155084,615,"Astronomy Nights",9,3
155085,615,"Robotics Club",8,3
155086,616,"Robotics Club",8,3
155087,616,"Web Design",12,4
155088,616,"Game Development",11,4
155089,616,"Coding Bootcamp",10,4
155090,616,"Astronomy Nights",9,3
155091,617,"Robotics Club",8,3
155092,617,"Drawing Classes",2,1
155093,617,"Clay Modeling",1,1
155094,617,"Web Design",12,4
155095,617,"Game Development",11,4
155096,618,"Web Design",12,4
155097,618,"Game Development",11,4
155098,618,"Coding Bootcamp",10,4
155099,618,"Astronomy Nights",9,3
155100,618,"Robotics Club",8,3
155101,619,"Robotics Club",8,3
155102,619,"Coding Bootcamp",10,4
155103,619,"Science Experiments",7,3
155104,619,"Astronomy Nights",9,3
155105,619,"Web Design",12,4
155106,620,"Robotics Club",8,3
155107,620,"Coding Bootcamp",10,4
155108,620,"Science Experiments",7,3
155109,620,"Astronomy Nights",9,3
155110,620,"Web Design",12,4
155111,621,"Web Design",12,4
155112,621,"Game Development",11,4
155113,621,"Coding Bootcamp",10,4
155114,621,"Astronomy Nights",9,3
155115,621,"Robotics Club",8,3
155116,622,"Robotics Club",8,3
155117,622,"Coding Bootcamp",10,4
155118,622,"Web Design",12,4
155119,622,"Game Development",11,4
155120,622,"Astronomy Nights",9,3
155121,623,"Science Experiments",7,3
155122,623,"Astronomy Nights",9,3
155123,623,"Robotics Club",8,3
155124,623,"Web Design",12,4
155125,623,"Game Development",11,4
155126,624,"Robotics Club",8,3
155127,624,"Web Design",12,4
155128,624,"Game Development",11,4
155129,624,"Coding Bootcamp",10,4
155130,624,"Astronomy Nights",9,3
155131,625,"Robotics Club",8,3
155132,625,"Coding Bootcamp",10,4
155133,625,"Web Design",12,4
155134,625,"Game Development",11,4
155135,625,"Astronomy Nights",9,3
155136,626,"Web Design",12,4
155137,626,"Game Development",11,4
155138,626,"Coding Bootcamp",10,4
155139,626,"Astronomy Nights",9,3
155140,626,"Robotics Club",8,3
155141,627,"Robotics Club",8,3
155142,627,"Drawing Classes",2,1
155143,627,"Clay Modeling",1,1
155144,627,"Web Design",12,4
155145,627,"Game Development",11,4
155146,628,"Robotics Club",8,3
155147,628,"Science Experiments",7,3
